direction,entry,exit,pnl_pts,mfe,adds,reason,bar_num,range_flag,bar_range,date,signal,instrument,year
SHORT,12712.1,12707.6,4.5,34.0,1,STOP,5,NORMAL,36.5,2020-06-10,DAX_S1,DAX,2020
SHORT,12712.1,12676.6,35.5,58.5,1,STOP,5,NORMAL,36.5,2020-06-10,DAX_S1,DAX,2020
LONG,12197.8,12197.8,0.0,40.8,1,STOP,5,NORMAL,36.5,2020-06-11,DAX_S1,DAX,2020
LONG,12197.8,12170.8,-27.0,22.9,0,STOP,5,NORMAL,36.5,2020-06-11,DAX_S1,DAX,2020
SHORT,11986.6,11958.2,28.4,88.3,1,STOP,5,WIDE,50.0,2020-06-12,DAX_S1,DAX,2020
SHORT,11986.6,11985.3,1.3,22.5,0,STOP,5,WIDE,50.0,2020-06-12,DAX_S1,DAX,2020
SHORT,11634.6,11634.6,0.0,29.4,1,STOP,5,WIDE,50.0,2020-06-15,DAX_S1,DAX,2020
SHORT,11634.6,11648.8,-14.2,24.6,0,STOP,5,WIDE,50.0,2020-06-15,DAX_S1,DAX,2020
SHORT,12191.1,12241.8,-50.7,1.4,0,STOP,5,WIDE,50.0,2020-06-16,DAX_S1,DAX,2020
LONG,12246.8,12226.3,-20.5,21.9,0,STOP,5,WIDE,50.0,2020-06-16,DAX_S1,DAX,2020
LONG,12348.9,12403.6,54.7,76.4,2,STOP,5,NORMAL,28.8,2020-06-17,DAX_S1,DAX,2020
LONG,12348.9,12376.6,27.7,54.4,0,STOP,5,NORMAL,28.8,2020-06-17,DAX_S1,DAX,2020
LONG,12390.8,12384.1,-6.7,22.3,0,STOP,5,WIDE,50.0,2020-06-18,DAX_S1,DAX,2020
LONG,12390.8,12440.8,50.0,94.3,1,STOP,5,WIDE,50.0,2020-06-18,DAX_S1,DAX,2020
LONG,12345.3,12325.0,-20.3,8.8,0,STOP,5,NORMAL,16.2,2020-06-19,DAX_S1,DAX,2020
SHORT,12325.0,12345.3,-20.3,5.2,0,STOP,5,NORMAL,16.2,2020-06-19,DAX_S1,DAX,2020
LONG,12250.6,12306.3,55.7,81.5,2,STOP,5,NORMAL,32.9,2020-06-22,DAX_S1,DAX,2020
LONG,12250.6,12307.8,57.2,82.2,1,STOP,5,NORMAL,32.9,2020-06-22,DAX_S1,DAX,2020
LONG,12448.6,12521.3,72.7,103.1,2,STOP,5,NORMAL,28.0,2020-06-23,DAX_S1,DAX,2020
LONG,12448.6,12513.6,65.0,89.6,1,STOP,5,NORMAL,28.0,2020-06-23,DAX_S1,DAX,2020
SHORT,12441.3,12460.3,-19.0,16.5,0,STOP,5,NORMAL,28.5,2020-06-24,DAX_S1,DAX,2020
SHORT,12441.3,12356.6,84.7,119.2,1,STOP,5,NORMAL,28.5,2020-06-24,DAX_S1,DAX,2020
LONG,11994.4,12026.8,32.4,71.3,1,STOP,5,NORMAL,39.7,2020-06-25,DAX_S1,DAX,2020
LONG,11994.4,12188.2,193.8,225.7,2,STOP,5,NORMAL,39.7,2020-06-25,DAX_S1,DAX,2020
LONG,12261.3,12264.3,3.0,18.5,0,STOP,5,NORMAL,22.4,2020-06-26,DAX_S1,DAX,2020
LONG,12261.3,12279.6,18.3,33.5,0,STOP,5,NORMAL,22.4,2020-06-26,DAX_S1,DAX,2020
SHORT,12132.1,12109.9,22.2,53.8,1,STOP,5,WIDE,50.0,2020-06-29,DAX_S1,DAX,2020
SHORT,12132.1,12066.3,65.8,89.3,1,STOP,5,WIDE,50.0,2020-06-29,DAX_S1,DAX,2020
SHORT,12231.7,12253.3,-21.6,15.1,0,STOP,5,NORMAL,27.7,2020-06-30,DAX_S1,DAX,2020
LONG,12263.4,12248.1,-15.3,5.5,0,STOP,5,NORMAL,27.7,2020-06-30,DAX_S1,DAX,2020
LONG,12334.7,12337.6,2.9,20.9,0,STOP,4,NARROW,0.0,2020-07-01,DAX_S1,DAX,2020
LONG,12334.7,12342.5,7.8,18.9,0,STOP,4,NARROW,0.0,2020-07-01,DAX_S1,DAX,2020
LONG,12428.3,12410.1,-18.2,4.5,0,STOP,5,NARROW,14.2,2020-07-02,DAX_S1,DAX,2020
LONG,12428.3,12490.8,62.5,93.5,2,STOP,5,NARROW,14.2,2020-07-02,DAX_S1,DAX,2020
LONG,12631.8,12603.8,-28.0,6.9,0,STOP,5,NORMAL,24.0,2020-07-03,DAX_S1,DAX,2020
LONG,12631.8,12620.8,-11.0,12.9,0,STOP,5,NORMAL,24.0,2020-07-03,DAX_S1,DAX,2020
SHORT,12805.6,12812.8,-7.2,17.0,0,STOP,5,NORMAL,38.2,2020-07-06,DAX_S1,DAX,2020
SHORT,12805.6,12788.2,17.4,43.0,1,STOP,5,NORMAL,38.2,2020-07-06,DAX_S1,DAX,2020
SHORT,12585.6,12597.2,-11.6,11.5,0,STOP,5,NORMAL,36.5,2020-07-07,DAX_S1,DAX,2020
LONG,12626.0,12615.8,-10.2,18.9,0,STOP,5,NORMAL,36.5,2020-07-07,DAX_S1,DAX,2020
SHORT,12567.8,12591.1,-23.3,0.0,0,STOP,5,NORMAL,19.3,2020-07-08,DAX_S1,DAX,2020
LONG,12591.1,12585.1,-6.0,15.7,0,STOP,5,NORMAL,19.3,2020-07-08,DAX_S1,DAX,2020
SHORT,12599.6,12602.3,-2.7,14.4,0,STOP,5,NORMAL,29.7,2020-07-09,DAX_S1,DAX,2020
SHORT,12599.6,12633.3,-33.7,6.0,0,STOP,5,NORMAL,29.7,2020-07-09,DAX_S1,DAX,2020
LONG,12446.3,12455.7,9.4,37.8,0,STOP,5,NORMAL,26.2,2020-07-10,DAX_S1,DAX,2020
LONG,12446.3,12553.6,107.3,120.5,2,STOP,5,NORMAL,26.2,2020-07-10,DAX_S1,DAX,2020
SHORT,12786.6,12826.2,-39.6,4.6,0,STOP,5,NORMAL,35.6,2020-07-13,DAX_S1,DAX,2020
LONG,12826.2,12815.0,-11.2,11.7,0,STOP,5,NORMAL,35.6,2020-07-13,DAX_S1,DAX,2020
LONG,12605.8,12605.8,0.0,19.0,0,STOP,5,NORMAL,34.2,2020-07-14,DAX_S1,DAX,2020
SHORT,12567.6,12589.8,-22.2,37.9,0,STOP,5,NORMAL,34.2,2020-07-14,DAX_S1,DAX,2020
LONG,12819.3,12811.7,-7.6,4.1,0,STOP,5,NARROW,12.6,2020-07-15,DAX_S1,DAX,2020
SHORT,12802.7,12794.6,8.1,30.6,1,STOP,5,NARROW,12.6,2020-07-15,DAX_S1,DAX,2020
SHORT,12849.8,12844.6,5.2,30.5,1,STOP,5,WIDE,43.0,2020-07-16,DAX_S1,DAX,2020
SHORT,12849.8,12841.8,8.0,42.0,0,STOP,5,WIDE,43.0,2020-07-16,DAX_S1,DAX,2020
SHORT,12905.8,12891.3,14.5,37.2,1,STOP,5,NORMAL,29.8,2020-07-17,DAX_S1,DAX,2020
SHORT,12905.8,12903.1,2.7,19.7,0,STOP,5,NORMAL,29.8,2020-07-17,DAX_S1,DAX,2020
SHORT,12810.8,12839.3,-28.5,2.5,0,STOP,5,NORMAL,37.1,2020-07-20,DAX_S1,DAX,2020
LONG,12851.9,12870.8,18.9,41.2,1,STOP,5,NORMAL,37.1,2020-07-20,DAX_S1,DAX,2020
LONG,13245.8,13236.1,-9.7,15.9,0,STOP,5,NORMAL,24.4,2020-07-21,DAX_S1,DAX,2020
LONG,13245.8,13250.8,5.0,26.2,0,STOP,5,NORMAL,24.4,2020-07-21,DAX_S1,DAX,2020
SHORT,13163.3,13124.3,39.0,78.5,1,STOP,5,NORMAL,36.5,2020-07-22,DAX_S1,DAX,2020
SHORT,13163.3,13122.1,41.2,61.0,1,STOP,5,NORMAL,36.5,2020-07-22,DAX_S1,DAX,2020
SHORT,13153.2,13166.6,-13.4,19.3,0,STOP,5,NORMAL,16.4,2020-07-23,DAX_S1,DAX,2020
SHORT,13153.2,13170.1,-16.9,3.1,0,STOP,5,NORMAL,16.4,2020-07-23,DAX_S1,DAX,2020
SHORT,12836.1,12868.8,-32.7,0.0,0,STOP,5,NORMAL,28.7,2020-07-24,DAX_S1,DAX,2020
SHORT,12836.1,12837.4,-1.3,18.8,0,STOP,5,NORMAL,28.7,2020-07-24,DAX_S1,DAX,2020
SHORT,12837.1,12851.8,-14.7,26.4,0,STOP,5,NORMAL,17.3,2020-07-27,DAX_S1,DAX,2020
LONG,12858.4,12893.2,34.8,54.4,1,STOP,5,NORMAL,17.3,2020-07-27,DAX_S1,DAX,2020
SHORT,12869.1,12884.4,-15.3,10.7,0,STOP,5,NORMAL,27.5,2020-07-28,DAX_S1,DAX,2020
LONG,12900.6,12869.1,-31.5,10.1,0,STOP,5,NORMAL,27.5,2020-07-28,DAX_S1,DAX,2020
SHORT,12820.8,12827.2,-6.4,14.5,0,STOP,4,NARROW,10.8,2020-07-29,DAX_S1,DAX,2020
SHORT,12820.8,12835.6,-14.8,0.5,0,STOP,4,NARROW,10.8,2020-07-29,DAX_S1,DAX,2020
SHORT,12627.8,12610.8,17.0,43.0,1,STOP,5,WIDE,44.4,2020-07-30,DAX_S1,DAX,2020
SHORT,12627.8,12624.8,3.0,28.5,0,STOP,5,WIDE,44.4,2020-07-30,DAX_S1,DAX,2020
LONG,12437.8,12468.3,30.5,61.8,1,STOP,5,NORMAL,35.0,2020-07-31,DAX_S1,DAX,2020
LONG,12437.8,12458.7,20.9,46.5,1,STOP,5,NORMAL,35.0,2020-07-31,DAX_S1,DAX,2020
SHORT,12378.1,12397.1,-19.0,12.3,0,STOP,5,NORMAL,15.0,2020-08-03,DAX_S1,DAX,2020
LONG,12397.1,12473.6,76.5,100.2,2,STOP,5,NORMAL,15.0,2020-08-03,DAX_S1,DAX,2020
SHORT,12635.3,12662.7,-27.4,12.2,0,STOP,5,WIDE,50.0,2020-08-04,DAX_S1,DAX,2020
SHORT,12635.3,12585.3,50.0,102.5,1,STOP,5,WIDE,50.0,2020-08-04,DAX_S1,DAX,2020
LONG,12716.3,12741.6,25.3,45.0,1,STOP,5,WIDE,40.7,2020-08-05,DAX_S1,DAX,2020
LONG,12716.3,12729.9,13.6,30.8,0,STOP,5,WIDE,40.7,2020-08-05,DAX_S1,DAX,2020
LONG,12732.3,12769.3,37.0,68.8,1,STOP,5,NORMAL,19.1,2020-08-06,DAX_S1,DAX,2020
LONG,12732.3,12739.4,7.1,30.5,0,STOP,5,NORMAL,19.1,2020-08-06,DAX_S1,DAX,2020
LONG,12601.8,12601.8,0.0,32.0,0,STOP,5,WIDE,40.5,2020-08-07,DAX_S1,DAX,2020
LONG,12601.8,12606.8,5.0,18.5,0,STOP,5,WIDE,40.5,2020-08-07,DAX_S1,DAX,2020
SHORT,12712.6,12646.1,66.5,86.1,1,STOP,5,NORMAL,37.2,2020-08-10,DAX_S1,DAX,2020
SHORT,12712.6,12631.7,80.9,99.0,1,STOP,5,NORMAL,37.2,2020-08-10,DAX_S1,DAX,2020
LONG,12937.6,12937.6,0.0,23.2,0,STOP,5,WIDE,50.0,2020-08-11,DAX_S1,DAX,2020
LONG,12937.6,12937.6,0.0,21.6,0,STOP,5,WIDE,50.0,2020-08-11,DAX_S1,DAX,2020
LONG,12960.3,12943.5,-16.8,6.8,0,STOP,5,WIDE,50.0,2020-08-12,DAX_S1,DAX,2020
SHORT,12910.1,12921.9,-11.8,5.5,0,STOP,5,WIDE,50.0,2020-08-12,DAX_S1,DAX,2020
SHORT,13049.9,13071.3,-21.4,0.0,0,STOP,5,NORMAL,17.4,2020-08-13,DAX_S1,DAX,2020
SHORT,13049.9,13044.2,5.7,19.8,0,STOP,5,NORMAL,17.4,2020-08-13,DAX_S1,DAX,2020
SHORT,12936.6,12873.6,63.0,95.5,2,STOP,5,NORMAL,34.0,2020-08-14,DAX_S1,DAX,2020
SHORT,12936.6,12822.7,113.9,125.8,2,STOP,5,NORMAL,34.0,2020-08-14,DAX_S1,DAX,2020
LONG,12883.6,12910.1,26.5,80.5,2,STOP,5,NORMAL,36.3,2020-08-17,DAX_S1,DAX,2020
LONG,12883.6,12922.1,38.5,60.5,1,STOP,5,NORMAL,36.3,2020-08-17,DAX_S1,DAX,2020
LONG,12865.8,12940.1,74.3,87.3,1,STOP,5,NORMAL,36.5,2020-08-18,DAX_S1,DAX,2020
LONG,12865.8,12945.2,79.4,92.2,1,STOP,5,NORMAL,36.5,2020-08-18,DAX_S1,DAX,2020
LONG,12865.1,12888.7,23.6,57.7,1,STOP,5,NORMAL,26.8,2020-08-19,DAX_S1,DAX,2020
LONG,12865.1,12902.6,37.5,59.7,1,STOP,5,NORMAL,26.8,2020-08-19,DAX_S1,DAX,2020
LONG,12854.2,12854.2,0.0,35.4,0,STOP,5,WIDE,50.0,2020-08-20,DAX_S1,DAX,2020
SHORT,12802.0,12768.2,33.8,51.2,1,STOP,5,WIDE,50.0,2020-08-20,DAX_S1,DAX,2020
LONG,12845.1,12874.0,28.9,59.5,1,STOP,5,WIDE,41.5,2020-08-21,DAX_S1,DAX,2020
LONG,12845.1,12875.1,30.0,48.1,1,STOP,5,WIDE,41.5,2020-08-21,DAX_S1,DAX,2020
LONG,12974.0,12969.8,-4.2,11.3,0,STOP,5,NORMAL,32.3,2020-08-24,DAX_S1,DAX,2020
LONG,12974.0,12977.6,3.6,23.8,0,STOP,5,NORMAL,32.3,2020-08-24,DAX_S1,DAX,2020
SHORT,13190.8,13154.3,36.5,70.0,1,STOP,5,NORMAL,20.6,2020-08-25,DAX_S1,DAX,2020
SHORT,13190.8,13150.4,40.4,53.0,1,STOP,5,NORMAL,20.6,2020-08-25,DAX_S1,DAX,2020
LONG,13108.3,13089.2,-19.1,2.0,0,STOP,5,NORMAL,15.0,2020-08-26,DAX_S1,DAX,2020
SHORT,13089.2,13101.8,-12.6,1.4,0,STOP,5,NORMAL,15.0,2020-08-26,DAX_S1,DAX,2020
SHORT,13170.2,13190.9,-20.7,6.0,0,STOP,5,NORMAL,27.0,2020-08-27,DAX_S1,DAX,2020
LONG,13201.3,13196.3,-5.0,18.5,0,STOP,5,NORMAL,27.0,2020-08-27,DAX_S1,DAX,2020
SHORT,13021.3,12997.6,23.7,75.4,1,STOP,5,NORMAL,32.5,2020-08-28,DAX_S1,DAX,2020
SHORT,13021.3,13008.3,13.0,47.2,0,STOP,5,NORMAL,32.5,2020-08-28,DAX_S1,DAX,2020
SHORT,13083.8,13102.3,-18.5,5.5,0,STOP,5,NARROW,14.5,2020-08-31,DAX_S1,DAX,2020
LONG,13102.3,13106.8,4.5,22.6,0,STOP,5,NARROW,14.5,2020-08-31,DAX_S1,DAX,2020
LONG,13103.8,13096.3,-7.5,27.8,0,STOP,5,WIDE,50.0,2020-09-01,DAX_S1,DAX,2020
SHORT,13038.8,13032.4,6.4,51.2,1,STOP,5,WIDE,50.0,2020-09-01,DAX_S1,DAX,2020
LONG,13148.8,13148.8,0.0,33.0,0,STOP,5,NORMAL,37.0,2020-09-02,DAX_S1,DAX,2020
LONG,13148.8,13205.6,56.8,75.9,2,STOP,5,NORMAL,37.0,2020-09-02,DAX_S1,DAX,2020
LONG,13435.8,13417.8,-18.0,16.3,0,STOP,5,WIDE,50.0,2020-09-03,DAX_S1,DAX,2020
LONG,13435.8,13436.6,0.8,23.0,0,STOP,5,WIDE,50.0,2020-09-03,DAX_S1,DAX,2020
LONG,13063.8,13063.8,0.0,29.3,1,STOP,5,NORMAL,33.5,2020-09-04,DAX_S1,DAX,2020
LONG,13063.8,13091.3,27.5,46.8,1,STOP,5,NORMAL,33.5,2020-09-04,DAX_S1,DAX,2020
LONG,12994.2,12954.1,-40.1,20.6,0,STOP,5,WIDE,50.0,2020-09-07,DAX_S1,DAX,2020
LONG,12994.2,12996.6,2.4,24.4,0,STOP,5,WIDE,50.0,2020-09-07,DAX_S1,DAX,2020
LONG,13102.4,13064.3,-38.1,1.9,0,STOP,5,NORMAL,34.1,2020-09-08,DAX_S1,DAX,2020
SHORT,13064.3,13075.6,-11.3,17.7,0,STOP,5,NORMAL,34.1,2020-09-08,DAX_S1,DAX,2020
LONG,13087.1,13073.2,-13.9,8.9,0,STOP,5,WIDE,50.0,2020-09-09,DAX_S1,DAX,2020
LONG,13087.1,13107.3,20.2,50.7,1,STOP,5,WIDE,50.0,2020-09-09,DAX_S1,DAX,2020
SHORT,13244.6,13239.3,5.3,41.3,1,STOP,5,NORMAL,35.0,2020-09-10,DAX_S1,DAX,2020
SHORT,13244.6,13239.8,4.8,31.3,0,STOP,5,NORMAL,35.0,2020-09-10,DAX_S1,DAX,2020
LONG,13253.7,13241.6,-12.1,3.7,0,STOP,5,WIDE,50.0,2020-09-11,DAX_S1,DAX,2020
SHORT,13195.3,13185.8,9.5,34.5,1,STOP,5,WIDE,50.0,2020-09-11,DAX_S1,DAX,2020
LONG,13315.8,13286.2,-29.6,3.6,0,STOP,5,NORMAL,25.5,2020-09-14,DAX_S1,DAX,2020
SHORT,13286.2,13274.8,11.4,30.4,0,STOP,5,NORMAL,25.5,2020-09-14,DAX_S1,DAX,2020
SHORT,13168.3,13168.3,0.0,20.4,0,STOP,5,NORMAL,18.0,2020-09-15,DAX_S1,DAX,2020
SHORT,13168.3,13167.9,0.4,20.5,0,STOP,5,NORMAL,18.0,2020-09-15,DAX_S1,DAX,2020
SHORT,13235.1,13227.8,7.3,24.3,0,STOP,4,NARROW,12.5,2020-09-16,DAX_S1,DAX,2020
SHORT,13235.1,13227.8,7.3,20.9,0,STOP,4,NARROW,12.5,2020-09-16,DAX_S1,DAX,2020
SHORT,13065.4,13089.4,-24.0,0.0,0,STOP,5,NORMAL,20.0,2020-09-17,DAX_S1,DAX,2020
LONG,13089.4,13122.3,32.9,55.9,1,STOP,5,NORMAL,20.0,2020-09-17,DAX_S1,DAX,2020
SHORT,13199.8,13199.8,0.0,24.5,0,STOP,5,NORMAL,17.0,2020-09-18,DAX_S1,DAX,2020
SHORT,13199.8,13209.7,-9.9,2.2,0,STOP,5,NORMAL,17.0,2020-09-18,DAX_S1,DAX,2020
SHORT,12867.6,12850.8,16.8,42.0,1,STOP,5,WIDE,50.0,2020-09-21,DAX_S1,DAX,2020
SHORT,12867.6,12788.6,79.0,99.6,2,STOP,5,WIDE,50.0,2020-09-21,DAX_S1,DAX,2020
LONG,12662.6,12665.4,2.8,25.1,0,STOP,5,WIDE,50.0,2020-09-22,DAX_S1,DAX,2020
LONG,12662.6,12668.8,6.2,27.0,0,STOP,5,WIDE,50.0,2020-09-22,DAX_S1,DAX,2020
LONG,12744.6,12773.6,29.0,45.7,1,STOP,5,WIDE,50.0,2020-09-23,DAX_S1,DAX,2020
LONG,12744.6,12815.3,70.7,79.2,1,STOP,5,WIDE,50.0,2020-09-23,DAX_S1,DAX,2020
SHORT,12555.8,12571.6,-15.8,24.2,0,STOP,5,NORMAL,20.6,2020-09-24,DAX_S1,DAX,2020
LONG,12580.4,12609.8,29.4,48.7,1,STOP,5,NORMAL,20.6,2020-09-24,DAX_S1,DAX,2020
LONG,12605.8,12587.8,-18.0,3.8,0,STOP,5,WIDE,44.7,2020-09-25,DAX_S1,DAX,2020
SHORT,12557.1,12535.3,21.8,45.0,1,STOP,5,WIDE,44.7,2020-09-25,DAX_S1,DAX,2020
LONG,12743.8,12750.8,7.0,30.5,1,STOP,5,NORMAL,33.2,2020-09-28,DAX_S1,DAX,2020
LONG,12743.8,12770.8,27.0,51.0,1,STOP,5,NORMAL,33.2,2020-09-28,DAX_S1,DAX,2020
LONG,12816.9,12803.8,-13.1,10.6,0,STOP,5,WIDE,44.1,2020-09-29,DAX_S1,DAX,2020
SHORT,12768.8,12776.6,-7.8,6.0,0,STOP,5,WIDE,44.1,2020-09-29,DAX_S1,DAX,2020
SHORT,12776.0,12808.6,-32.6,6.9,0,STOP,5,NORMAL,28.5,2020-09-30,DAX_S1,DAX,2020
LONG,12808.6,12811.6,3.0,31.3,0,STOP,5,NORMAL,28.5,2020-09-30,DAX_S1,DAX,2020
SHORT,12792.1,12772.7,19.4,44.0,1,STOP,5,WIDE,41.3,2020-10-01,DAX_S1,DAX,2020
SHORT,12792.1,12771.2,20.9,52.4,1,STOP,5,WIDE,41.3,2020-10-01,DAX_S1,DAX,2020
LONG,12627.9,12620.6,-7.3,17.4,0,STOP,5,NORMAL,27.3,2020-10-02,DAX_S1,DAX,2020
LONG,12627.9,12630.8,2.9,27.4,0,STOP,5,NORMAL,27.3,2020-10-02,DAX_S1,DAX,2020
SHORT,12759.6,12760.6,-1.0,31.9,0,STOP,5,NORMAL,29.1,2020-10-05,DAX_S1,DAX,2020
SHORT,12759.6,12750.4,9.2,34.3,1,STOP,5,NORMAL,29.1,2020-10-05,DAX_S1,DAX,2020
SHORT,12823.8,12833.8,-10.0,18.1,0,STOP,5,NORMAL,23.8,2020-10-06,DAX_S1,DAX,2020
SHORT,12823.8,12822.4,1.4,17.4,0,STOP,5,NORMAL,23.8,2020-10-06,DAX_S1,DAX,2020
SHORT,12909.8,12928.6,-18.8,0.0,0,STOP,5,NARROW,14.8,2020-10-07,DAX_S1,DAX,2020
LONG,12928.6,12909.8,-18.8,25.1,0,STOP,5,NARROW,14.8,2020-10-07,DAX_S1,DAX,2020
LONG,13036.9,13020.8,-16.1,5.9,0,STOP,4,NARROW,12.1,2020-10-08,DAX_S1,DAX,2020
LONG,13036.9,13024.8,-12.1,8.5,0,STOP,4,NARROW,12.1,2020-10-08,DAX_S1,DAX,2020
LONG,13060.6,13051.2,-9.4,10.5,0,STOP,5,NARROW,9.5,2020-10-09,DAX_S1,DAX,2020
LONG,13060.6,13047.1,-13.5,4.2,0,STOP,5,NARROW,9.5,2020-10-09,DAX_S1,DAX,2020
SHORT,13081.6,13077.8,3.8,13.9,0,STOP,5,NARROW,11.8,2020-10-12,DAX_S1,DAX,2020
SHORT,13081.6,13067.8,13.8,24.3,0,STOP,5,NARROW,11.8,2020-10-12,DAX_S1,DAX,2020
LONG,13076.8,13079.8,3.0,16.6,0,STOP,5,NORMAL,32.5,2020-10-13,DAX_S1,DAX,2020
LONG,13076.8,13087.6,10.8,30.0,0,STOP,5,NORMAL,32.5,2020-10-13,DAX_S1,DAX,2020
LONG,13028.1,13046.8,18.7,32.5,1,STOP,5,NORMAL,30.1,2020-10-14,DAX_S1,DAX,2020
LONG,13028.1,13048.8,20.7,39.2,1,STOP,5,NORMAL,30.1,2020-10-14,DAX_S1,DAX,2020
LONG,12769.4,12728.1,-41.3,2.2,0,STOP,5,NORMAL,37.3,2020-10-15,DAX_S1,DAX,2020
SHORT,12728.1,12738.9,-10.8,34.3,0,STOP,5,NORMAL,37.3,2020-10-15,DAX_S1,DAX,2020
SHORT,12741.6,12758.1,-16.5,7.2,0,STOP,5,NORMAL,30.8,2020-10-16,DAX_S1,DAX,2020
LONG,12776.4,12770.3,-6.1,16.9,0,STOP,5,NORMAL,30.8,2020-10-16,DAX_S1,DAX,2020
LONG,13020.6,12999.0,-21.6,1.7,0,STOP,5,NORMAL,17.6,2020-10-19,DAX_S1,DAX,2020
SHORT,12999.0,12954.3,44.7,72.4,1,STOP,5,NORMAL,17.6,2020-10-19,DAX_S1,DAX,2020
SHORT,12770.1,12789.1,-19.0,1.4,0,STOP,5,NORMAL,25.5,2020-10-20,DAX_S1,DAX,2020
LONG,12799.6,12814.3,14.7,28.5,0,STOP,5,NORMAL,25.5,2020-10-20,DAX_S1,DAX,2020
SHORT,12663.3,12699.8,-36.5,2.1,0,STOP,5,NORMAL,32.5,2020-10-21,DAX_S1,DAX,2020
LONG,12699.8,12663.3,-36.5,12.4,0,STOP,5,NORMAL,32.5,2020-10-21,DAX_S1,DAX,2020
LONG,12389.9,12407.3,17.4,42.5,1,STOP,5,NORMAL,39.1,2020-10-22,DAX_S1,DAX,2020
LONG,12389.9,12449.2,59.3,84.3,1,STOP,5,NORMAL,39.1,2020-10-22,DAX_S1,DAX,2020
LONG,12594.1,12647.8,53.7,79.2,1,STOP,5,NORMAL,26.8,2020-10-23,DAX_S1,DAX,2020
LONG,12594.1,12658.7,64.6,86.5,1,STOP,5,NORMAL,26.8,2020-10-23,DAX_S1,DAX,2020
SHORT,12340.8,12352.1,-11.3,16.7,0,STOP,5,NORMAL,37.9,2020-10-26,DAX_S1,DAX,2020
LONG,12382.7,12385.3,2.6,23.0,0,STOP,5,NORMAL,37.9,2020-10-26,DAX_S1,DAX,2020
SHORT,12124.6,12133.3,-8.7,12.0,0,STOP,5,WIDE,44.7,2020-10-27,DAX_S1,DAX,2020
LONG,12173.3,12153.6,-19.7,5.6,0,STOP,5,WIDE,44.7,2020-10-27,DAX_S1,DAX,2020
SHORT,11656.3,11656.3,0.0,23.8,0,STOP,5,WIDE,50.0,2020-10-28,DAX_S1,DAX,2020
SHORT,11656.3,11713.3,-57.0,3.8,0,STOP,5,WIDE,50.0,2020-10-28,DAX_S1,DAX,2020
LONG,11656.1,11637.6,-18.5,4.8,0,STOP,5,WIDE,50.0,2020-10-29,DAX_S1,DAX,2020
SHORT,11560.6,11517.8,42.8,82.1,2,STOP,5,WIDE,50.0,2020-10-29,DAX_S1,DAX,2020
LONG,11541.7,11541.7,0.0,36.9,0,STOP,5,NORMAL,37.0,2020-10-30,DAX_S1,DAX,2020
LONG,11541.7,11541.7,0.0,21.9,0,STOP,5,NORMAL,37.0,2020-10-30,DAX_S1,DAX,2020
SHORT,11564.7,11575.6,-10.9,16.9,0,STOP,5,NORMAL,29.1,2020-11-02,DAX_S1,DAX,2020
LONG,11597.9,11735.1,137.2,165.9,2,STOP,5,NORMAL,29.1,2020-11-02,DAX_S1,DAX,2020
LONG,11931.9,11974.6,42.7,64.8,2,STOP,5,NORMAL,27.3,2020-11-03,DAX_S1,DAX,2020
LONG,11931.9,12016.2,84.3,97.3,2,STOP,5,NORMAL,27.3,2020-11-03,DAX_S1,DAX,2020
LONG,11998.8,11963.9,-34.9,5.8,0,STOP,5,WIDE,50.0,2020-11-04,DAX_S1,DAX,2020
LONG,11998.8,12147.6,148.8,189.9,2,STOP,5,WIDE,50.0,2020-11-04,DAX_S1,DAX,2020
SHORT,12445.8,12448.7,-2.9,28.3,0,STOP,5,NORMAL,36.0,2020-11-05,DAX_S1,DAX,2020
SHORT,12445.8,12424.7,21.1,44.8,1,STOP,5,NORMAL,36.0,2020-11-05,DAX_S1,DAX,2020
LONG,12561.6,12531.8,-29.8,0.2,0,STOP,5,NORMAL,25.8,2020-11-06,DAX_S1,DAX,2020
SHORT,12531.8,12430.5,101.3,113.1,2,STOP,5,NORMAL,25.8,2020-11-06,DAX_S1,DAX,2020
SHORT,12717.3,12717.3,0.0,45.2,1,STOP,5,NORMAL,22.9,2020-11-09,DAX_S1,DAX,2020
SHORT,12717.3,12727.6,-10.3,15.5,0,STOP,5,NORMAL,22.9,2020-11-09,DAX_S1,DAX,2020
LONG,13133.3,13074.1,-59.2,5.8,0,STOP,5,WIDE,50.0,2020-11-10,DAX_S1,DAX,2020
SHORT,13074.1,13040.9,33.2,60.8,1,STOP,5,WIDE,50.0,2020-11-10,DAX_S1,DAX,2020
SHORT,13169.1,13169.1,0.0,30.0,0,STOP,5,WIDE,50.0,2020-11-11,DAX_S1,DAX,2020
LONG,13223.1,13213.3,-9.8,9.5,0,STOP,5,WIDE,50.0,2020-11-11,DAX_S1,DAX,2020
LONG,13115.2,13115.2,0.0,28.2,0,STOP,5,NORMAL,19.1,2020-11-12,DAX_S1,DAX,2020
LONG,13115.2,13092.1,-23.1,7.4,0,STOP,5,NORMAL,19.1,2020-11-12,DAX_S1,DAX,2020
LONG,13031.6,13032.6,1.0,16.5,0,STOP,5,NORMAL,18.3,2020-11-13,DAX_S1,DAX,2020
LONG,13031.6,13061.7,30.1,41.6,1,STOP,5,NORMAL,18.3,2020-11-13,DAX_S1,DAX,2020
