date,signal,instrument,pnl_pts,entry_num,direction,year
2024-09-02,DAX_S2,DAX,1.0,2,LONG,2024
2024-09-02,DAX_S2,DAX,-6.4,3,LONG,2024
2024-09-03,DAX_S2,DAX,-10.6,1,LONG,2024
2024-09-03,DAX_S2,DAX,10.5,2,SHORT,2024
2024-09-03,DAX_S2,DAX,19.5,3,SHORT,2024
2024-09-04,DAX_S2,DAX,1.0,1,LONG,2024
2024-09-04,DAX_S2,DAX,16.0,2,LONG,2024
2024-09-04,DAX_S2,DAX,0.0,3,LONG,2024
2024-09-05,DAX_S2,DAX,-32.5,1,SHORT,2024
2024-09-05,DAX_S2,DAX,11.0,2,LONG,2024
2024-09-05,DAX_S2,DAX,15.0,3,LONG,2024
2024-09-06,DAX_S2,DAX,89.4,1,LONG,2024
2024-09-06,DAX_S2,DAX,68.5,2,LONG,2024
2024-09-06,DAX_S2,DAX,121.5,3,LONG,2024
2024-09-09,DAX_S2,DAX,0.5,1,SHORT,2024
2024-09-09,DAX_S2,DAX,0.0,2,SHORT,2024
2024-09-09,DAX_S2,DAX,12.0,3,LONG,2024
2024-09-10,DAX_S2,DAX,-15.0,1,LONG,2024
2024-09-10,DAX_S2,DAX,0.0,2,SHORT,2024
2024-09-10,DAX_S2,DAX,-3.0,3,SHORT,2024
2024-09-11,DAX_S2,DAX,0.0,1,SHORT,2024
2024-09-11,DAX_S2,DAX,-18.5,2,SHORT,2024
2024-09-11,DAX_S2,DAX,92.1,3,LONG,2024
2024-09-12,DAX_S2,DAX,-17.5,1,LONG,2024
2024-09-12,DAX_S2,DAX,28.0,2,SHORT,2024
2024-09-12,DAX_S2,DAX,49.5,3,SHORT,2024
2024-09-13,DAX_S2,DAX,-11.0,1,SHORT,2024
2024-09-13,DAX_S2,DAX,-1.6,2,SHORT,2024
2024-09-13,DAX_S2,DAX,-16.1,3,LONG,2024
2024-09-16,DAX_S2,DAX,-18.5,1,SHORT,2024
2024-09-16,DAX_S2,DAX,-14.0,2,LONG,2024
2024-09-16,DAX_S2,DAX,-18.5,3,SHORT,2024
2024-09-17,DAX_S2,DAX,-6.0,1,SHORT,2024
2024-09-17,DAX_S2,DAX,-13.5,2,SHORT,2024
2024-09-17,DAX_S2,DAX,8.5,3,LONG,2024
2024-09-18,DAX_S2,DAX,-12.4,1,SHORT,2024
2024-09-18,DAX_S2,DAX,12.5,2,LONG,2024
2024-09-18,DAX_S2,DAX,15.5,3,LONG,2024
2024-09-19,DAX_S2,DAX,-0.6,1,SHORT,2024
2024-09-19,DAX_S2,DAX,5.5,2,SHORT,2024
2024-09-19,DAX_S2,DAX,-5.5,3,SHORT,2024
2024-09-20,DAX_S2,DAX,62.6,1,SHORT,2024
2024-09-20,DAX_S2,DAX,155.9,2,SHORT,2024
2024-09-20,DAX_S2,DAX,121.1,3,SHORT,2024
2024-09-23,DAX_S2,DAX,-1.0,1,LONG,2024
2024-09-23,DAX_S2,DAX,3.5,2,LONG,2024
2024-09-23,DAX_S2,DAX,5.5,3,LONG,2024
2024-09-24,DAX_S2,DAX,16.4,1,SHORT,2024
2024-09-24,DAX_S2,DAX,13.1,2,SHORT,2024
2024-09-24,DAX_S2,DAX,-14.4,3,SHORT,2024
2024-09-25,DAX_S2,DAX,-3.5,1,LONG,2024
2024-09-25,DAX_S2,DAX,-6.0,2,LONG,2024
2024-09-25,DAX_S2,DAX,-2.5,3,LONG,2024
2024-09-26,DAX_S2,DAX,-4.0,1,LONG,2024
2024-09-26,DAX_S2,DAX,141.1,2,LONG,2024
2024-09-26,DAX_S2,DAX,116.5,3,LONG,2024
2024-09-27,DAX_S2,DAX,-3.0,1,LONG,2024
2024-09-27,DAX_S2,DAX,6.6,2,LONG,2024
2024-09-27,DAX_S2,DAX,-4.5,3,LONG,2024
2024-09-30,DAX_S2,DAX,-5.1,1,LONG,2024
2024-09-30,DAX_S2,DAX,-6.1,2,LONG,2024
2024-09-30,DAX_S2,DAX,18.9,3,LONG,2024
2024-10-01,DAX_S2,DAX,-6.0,1,LONG,2024
2024-10-01,DAX_S2,DAX,-6.5,2,LONG,2024
2024-10-01,DAX_S2,DAX,-4.0,3,LONG,2024
2024-10-02,DAX_S2,DAX,-9.6,1,SHORT,2024
2024-10-02,DAX_S2,DAX,14.0,2,LONG,2024
2024-10-02,DAX_S2,DAX,4.5,3,LONG,2024
2024-10-03,DAX_S2,DAX,-2.5,1,SHORT,2024
2024-10-03,DAX_S2,DAX,-5.5,2,SHORT,2024
2024-10-03,DAX_S2,DAX,27.1,3,SHORT,2024
2024-10-04,DAX_S2,DAX,50.9,1,LONG,2024
2024-10-04,DAX_S2,DAX,91.9,2,LONG,2024
2024-10-04,DAX_S2,DAX,74.9,3,LONG,2024
2024-10-07,DAX_S2,DAX,12.4,1,LONG,2024
2024-10-07,DAX_S2,DAX,16.4,2,LONG,2024
2024-10-07,DAX_S2,DAX,16.9,3,LONG,2024
2024-10-08,DAX_S2,DAX,-11.0,1,LONG,2024
2024-10-08,DAX_S2,DAX,-8.5,2,LONG,2024
2024-10-08,DAX_S2,DAX,-7.0,3,LONG,2024
2024-10-09,DAX_S2,DAX,-4.6,1,LONG,2024
2024-10-09,DAX_S2,DAX,3.0,2,SHORT,2024
2024-10-09,DAX_S2,DAX,-10.1,3,SHORT,2024
2024-10-10,DAX_S2,DAX,-1.5,1,SHORT,2024
2024-10-10,DAX_S2,DAX,20.5,2,SHORT,2024
2024-10-10,DAX_S2,DAX,24.3,3,SHORT,2024
2024-10-11,DAX_S2,DAX,-4.0,1,SHORT,2024
2024-10-11,DAX_S2,DAX,11.5,2,LONG,2024
2024-10-11,DAX_S2,DAX,0.0,3,LONG,2024
2024-10-14,DAX_S2,DAX,12.5,1,LONG,2024
2024-10-14,DAX_S2,DAX,7.5,2,LONG,2024
2024-10-14,DAX_S2,DAX,15.0,3,LONG,2024
2024-10-15,DAX_S2,DAX,8.5,1,SHORT,2024
2024-10-15,DAX_S2,DAX,0.0,2,SHORT,2024
2024-10-15,DAX_S2,DAX,-6.5,3,SHORT,2024
2024-10-16,DAX_S2,DAX,-13.6,1,LONG,2024
2024-10-16,DAX_S2,DAX,-6.6,2,SHORT,2024
2024-10-16,DAX_S2,DAX,-13.6,3,LONG,2024
2024-10-17,DAX_S2,DAX,0.0,1,LONG,2024
2024-10-17,DAX_S2,DAX,69.8,2,LONG,2024
2024-10-17,DAX_S2,DAX,39.5,3,LONG,2024
2024-10-18,DAX_S2,DAX,-12.0,1,LONG,2024
2024-10-18,DAX_S2,DAX,0.5,2,SHORT,2024
2024-10-18,DAX_S2,DAX,-6.1,3,SHORT,2024
2024-10-21,DAX_S2,DAX,-8.1,1,LONG,2024
2024-10-21,DAX_S2,DAX,11.9,2,LONG,2024
2024-10-21,DAX_S2,DAX,9.4,3,LONG,2024
2024-10-22,DAX_S2,DAX,-14.5,1,LONG,2024
2024-10-22,DAX_S2,DAX,14.5,2,SHORT,2024
2024-10-22,DAX_S2,DAX,4.5,3,SHORT,2024
2024-10-23,DAX_S2,DAX,-16.6,1,LONG,2024
2024-10-23,DAX_S2,DAX,-3.5,2,SHORT,2024
2024-10-23,DAX_S2,DAX,17.5,3,SHORT,2024
2024-10-24,DAX_S2,DAX,12.0,1,SHORT,2024
2024-10-24,DAX_S2,DAX,-17.0,2,SHORT,2024
2024-10-24,DAX_S2,DAX,5.1,3,LONG,2024
2024-10-25,DAX_S2,DAX,-11.0,1,SHORT,2024
2024-10-25,DAX_S2,DAX,-4.6,2,LONG,2024
2024-10-25,DAX_S2,DAX,-5.6,3,LONG,2024
2024-10-28,DAX_S2,DAX,-17.1,1,SHORT,2024
2024-10-28,DAX_S2,DAX,-2.6,2,SHORT,2024
2024-10-28,DAX_S2,DAX,-17.1,3,LONG,2024
2024-10-29,DAX_S2,DAX,19.0,1,SHORT,2024
2024-10-29,DAX_S2,DAX,-5.0,2,SHORT,2024
2024-10-29,DAX_S2,DAX,0.0,3,SHORT,2024
2024-10-30,DAX_S2,DAX,233.8,1,LONG,2024
2024-10-30,DAX_S2,DAX,82.5,2,LONG,2024
2024-10-30,DAX_S2,DAX,72.0,3,LONG,2024
2024-10-31,DAX_S2,DAX,178.9,1,SHORT,2024
2024-10-31,DAX_S2,DAX,142.7,2,SHORT,2024
2024-10-31,DAX_S2,DAX,167.0,3,SHORT,2024
2024-11-01,DAX_S2,DAX,-9.0,1,LONG,2024
2024-11-01,DAX_S2,DAX,-5.5,2,LONG,2024
2024-11-01,DAX_S2,DAX,-15.0,3,LONG,2024
2024-11-04,DAX_S2,DAX,-18.5,1,SHORT,2024
2024-11-04,DAX_S2,DAX,21.0,2,SHORT,2024
2024-11-04,DAX_S2,DAX,27.8,3,SHORT,2024
2024-11-05,DAX_S2,DAX,2.6,1,LONG,2024
2024-11-05,DAX_S2,DAX,-1.5,2,LONG,2024
2024-11-05,DAX_S2,DAX,13.0,3,SHORT,2024
2024-11-06,DAX_S2,DAX,223.5,1,SHORT,2024
2024-11-06,DAX_S2,DAX,161.5,2,SHORT,2024
2024-11-06,DAX_S2,DAX,183.5,3,SHORT,2024
2024-11-07,DAX_S2,DAX,-16.5,1,LONG,2024
2024-11-07,DAX_S2,DAX,5.0,2,SHORT,2024
2024-11-07,DAX_S2,DAX,4.5,3,LONG,2024
2024-11-08,DAX_S2,DAX,-4.9,1,LONG,2024
2024-11-08,DAX_S2,DAX,-11.0,2,LONG,2024
2024-11-08,DAX_S2,DAX,0.0,3,LONG,2024
2024-11-11,DAX_S2,DAX,24.5,1,LONG,2024
2024-11-11,DAX_S2,DAX,3.6,2,LONG,2024
2024-11-11,DAX_S2,DAX,-0.5,3,LONG,2024
2024-11-12,DAX_S2,DAX,-15.0,1,LONG,2024
2024-11-12,DAX_S2,DAX,18.0,2,LONG,2024
2024-11-12,DAX_S2,DAX,10.5,3,LONG,2024
2024-11-13,DAX_S2,DAX,-5.5,1,LONG,2024
2024-11-13,DAX_S2,DAX,23.0,2,LONG,2024
2024-11-13,DAX_S2,DAX,1.5,3,LONG,2024
2024-11-14,DAX_S2,DAX,-16.5,1,LONG,2024
2024-11-14,DAX_S2,DAX,-2.0,2,SHORT,2024
2024-11-14,DAX_S2,DAX,-12.9,3,LONG,2024
2024-11-15,DAX_S2,DAX,-18.0,1,SHORT,2024
2024-11-15,DAX_S2,DAX,6.0,2,LONG,2024
2024-11-15,DAX_S2,DAX,-4.5,3,LONG,2024
2024-11-18,DAX_S2,DAX,6.5,1,LONG,2024
2024-11-18,DAX_S2,DAX,7.0,2,LONG,2024
2024-11-18,DAX_S2,DAX,3.5,3,LONG,2024
2024-11-19,DAX_S2,DAX,-11.5,1,SHORT,2024
2024-11-19,DAX_S2,DAX,180.4,2,SHORT,2024
2024-11-19,DAX_S2,DAX,45.5,3,SHORT,2024
2024-11-20,DAX_S2,DAX,-7.5,1,LONG,2024
2024-11-20,DAX_S2,DAX,-16.0,2,LONG,2024
2024-11-20,DAX_S2,DAX,4.0,3,SHORT,2024
2024-11-21,DAX_S2,DAX,-13.4,1,SHORT,2024
2024-11-21,DAX_S2,DAX,15.9,2,SHORT,2024
2024-11-21,DAX_S2,DAX,0.0,3,SHORT,2024
2024-11-22,DAX_S2,DAX,-5.5,1,LONG,2024
2024-11-22,DAX_S2,DAX,-2.0,2,SHORT,2024
2024-11-22,DAX_S2,DAX,-15.1,3,SHORT,2024
2024-11-25,DAX_S2,DAX,-3.6,1,SHORT,2024
2024-11-25,DAX_S2,DAX,-15.6,2,LONG,2024
2024-11-25,DAX_S2,DAX,-15.6,3,LONG,2024
2024-11-26,DAX_S2,DAX,-5.0,1,SHORT,2024
2024-11-26,DAX_S2,DAX,5.9,2,SHORT,2024
2024-11-26,DAX_S2,DAX,-15.5,3,SHORT,2024
2024-11-27,DAX_S2,DAX,0.0,1,LONG,2024
2024-11-27,DAX_S2,DAX,-21.0,2,LONG,2024
2024-11-27,DAX_S2,DAX,-30.0,3,SHORT,2024
2024-11-28,DAX_S2,DAX,-34.7,1,SHORT,2024
2024-11-28,DAX_S2,DAX,-10.4,2,LONG,2024
2024-11-28,DAX_S2,DAX,4.5,3,LONG,2024
2024-11-29,DAX_S2,DAX,5.5,1,SHORT,2024
2024-11-29,DAX_S2,DAX,10.8,2,SHORT,2024
2024-11-29,DAX_S2,DAX,15.0,3,SHORT,2024
2024-12-02,DAX_S2,DAX,-26.0,1,LONG,2024
2024-12-02,DAX_S2,DAX,-15.0,2,SHORT,2024
2024-12-02,DAX_S2,DAX,19.0,3,SHORT,2024
2024-12-03,DAX_S2,DAX,-5.5,1,LONG,2024
2024-12-03,DAX_S2,DAX,0.0,2,SHORT,2024
2024-12-03,DAX_S2,DAX,14.0,3,SHORT,2024
2024-12-04,DAX_S2,DAX,-12.5,1,LONG,2024
2024-12-04,DAX_S2,DAX,47.1,2,LONG,2024
2024-12-04,DAX_S2,DAX,18.5,3,LONG,2024
2024-12-05,DAX_S2,DAX,0.0,1,LONG,2024
2024-12-05,DAX_S2,DAX,5.0,2,LONG,2024
2024-12-05,DAX_S2,DAX,-14.0,3,LONG,2024
2024-12-06,DAX_S2,DAX,-12.1,1,SHORT,2024
2024-12-06,DAX_S2,DAX,-12.1,2,LONG,2024
2024-12-06,DAX_S2,DAX,-12.1,3,LONG,2024
2024-12-09,DAX_S2,DAX,14.9,1,LONG,2024
2024-12-09,DAX_S2,DAX,21.4,2,LONG,2024
2024-12-09,DAX_S2,DAX,23.1,3,LONG,2024
